eventurl,imageurl,eventname,description,attendees,day,date,time,timezone,eventtype,attendees_range
https://www.meetup.com/sufi-meditation-north-york/events/304599101/?recId=0683506d-db7d-48f5-887b-4bf7ba0240f2&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/a/2/d/event_477070797.webp?w=640,[in-person] Thursday Meditation - Yonge & Finch,Sufi Meditation North York,10.0,Thursday,2024-11-28,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/shutupandwritetoronto/events/304699586/?recId=ca0207f6-e21e-4cc7-b673-e4499d180105&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/9/a/0/event_518575712.webp?w=640,Thursdays Shut Up & Write!® at Balzac's - Reference Library - Fall Fling Edition,Shut Up & Write!® Toronto,9.0,Thursday,2024-11-28,06:30 PM,EST,Online Event,1-10
https://www.meetup.com/azure-modernwork/events/304528718/?recId=fdf2654b-f4e8-4bbe-a822-ea957254268d&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/7/6/9/5/event_524670357.webp?w=640,Build Your Own Copilot,Azure and Modern Work User Groups,18.0,Thursday,2024-11-28,04:30 PM,EST,Online Event,10-50
https://www.meetup.com/video-conferences-pour-les-adeptes-francophones-de-claris/events/304457056/?recId=5f24a80b-f973-4272-8485-8a938f9ccca4&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/c/1/a/event_493991290.webp?w=640,Des nouvelles de Claris!,Vidéo-conférences pour les adeptes francophones de Claris,28.0,Thursday,2024-11-28,01:00 PM,EST,Online Event,10-50
https://www.meetup.com/brainstation-toronto-tech-skills-and-careers/events/304456325/?recId=33990a2c-5b47-44d9-be20-eabeb8d76928&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/f/a/a/event_524796778.webp?w=640,Starting and Building a Career in UX Design,BrainStation Toronto | Tech Skills and Careers,10.0,Thursday,2024-11-28,06:00 PM,EST,Online Event,10-50
https://www.meetup.com/toronto-java-users-group/events/304297592/?recId=a3abd9a5-1b06-4a8f-8603-ceec38a55904&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/b/b/4/event_457835764.webp?w=640,AI Patterns as the Architects of Intelligence - Dan Dobrin,Toronto Java Users Group,50.0,Thursday,2024-11-28,06:30 PM,EST,Inperson,50-100
https://www.meetup.com/the-sad-losers-movie-club/events/304599858/?recId=5f24a80b-f973-4272-8485-8a938f9ccca4&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/c/c/1/event_510723265.webp?w=640,Chinatown (1974) - 50th Anniversary Discussion,The Sad Losers Movie Club,22.0,Thursday,2024-11-28,05:00 PM,EST,Inperson,10-50
https://www.meetup.com/authentic-friendships-over-coffee/events/304709004/?recId=6c851cf8-e24b-4449-af77-aedb5851472d&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/9/a/3/event_524774755.webp?w=640,"Grab a Coffee & Make New Friends | Waterfront, Downtown, Toronto",Authentic Friendships Over Coffee,30.0,Thursday,2024-11-28,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/k8s-ca/events/304518067/?recId=a3abd9a5-1b06-4a8f-8603-ceec38a55904&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/9/5/d/4/event_518618356.webp?w=640,K8SUG Canada #16th Meetup @AWS - 28th November 2024,K8SUG Canada,73.0,Thursday,2024-11-28,05:30 PM,EST,Online Event,50-100
https://www.meetup.com/live-group-readings/events/304599597/?recId=2c86b327-be04-4d36-a2a1-a5d51886f406&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/next/images/fallbacks/group-cover-2-wide.webp?w=640,Live Readings by Medium Anuj Kotecha,Live Group Readings,36.0,Thursday,2024-11-28,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/torontofilmindustry/events/304542766/?recId=6c851cf8-e24b-4449-af77-aedb5851472d&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/0/f/a/event_524681210.webp?w=640,NOVEMBER Toronto Film and TV Industry Social evening,The Toronto Film Industry Networking Group,31.0,Thursday,2024-11-28,06:00 PM,EST,Online Event,10-50
https://www.meetup.com/english-for-everyday/events/304495096/?recId=001fb987-9c19-4034-a7b4-1157929cd6f5&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/7/a/e/1/event_524851457.webp?w=640,"English For Everyday - Thursday, North York Subway Station, Toronto",English For Everyday,50.0,Thursday,2024-11-28,06:00 PM,EST,Inperson,50-100
https://www.meetup.com/azure-modernwork/events/304528718/?recId=a24e813b-fe4c-4cb8-8f74-110cd246b742&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/7/6/9/5/event_524670357.webp?w=640,Build Your Own Copilot,Azure and Modern Work User Groups,32.0,Thursday,2024-11-28,04:30 PM,EST,Online Event,10-50
https://www.meetup.com/deer-park-toastmasters/events/304443297/?recId=8cf85f28-e8b9-4347-b284-88340bf10f39&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/b/7/c/event_504656188.webp?w=640,Deer Park Toastmasters IN-PERSON Meeting (Guests welcome),Deer Park Toastmasters - Wow Yourself & The Crowd,3.0,Thursday,2024-11-28,06:30 PM,EST,Online Event,1-10
https://www.meetup.com/brainstation-toronto-tech-skills-and-careers/events/304456381/?recId=001fb987-9c19-4034-a7b4-1157929cd6f5&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/9/0/0/6/event_524796870.webp?w=640,Starting and Building a Career in Product Management,BrainStation Toronto | Tech Skills and Careers,6.0,Thursday,2024-11-28,06:00 PM,EST,Online Event,1-10
https://www.meetup.com/torontovegan/events/304462366/?recId=41bf530d-168f-408b-8876-87754b87f026&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/6/9/4/1/event_521426945.webp?w=640,Toronto Vegan Drinks - November,Toronto Vegan Meetup,37.0,Friday,2024-11-29,06:30 PM,EST,Inperson,10-50
https://www.meetup.com/irie-okee/events/304395496/?recId=93518429-38dd-4c41-9d66-f9564f089801&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/4/c/d/6/event_524539670.webp?w=640,Appleton Estate Rum Dinner at The Real Jerk Restaurant,Social - Rum Tasting and Karaoke,1.0,Friday,2024-11-29,07:30 PM,EST,Inperson,1-10
https://www.meetup.com/k8s-ca/events/304518067/?recId=7195bfb3-8b28-4d44-95e6-ee6d7eb1735f&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/9/5/d/4/event_518618356.webp?w=640,K8SUG Canada #16th Meetup @AWS - 29th November 2024,K8SUG Canada,10.0,Friday,2024-11-29,05:30 PM,EST,Inperson,10-50
https://www.meetup.com/circle-of-miracles/events/301216873/?recId=b6ce4356-07c3-413f-a093-b3c112e3323a&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/d/7/2/2/event_516295074.webp?w=640,Mystical Women’s Circle,Circle of Miracles,12.0,Friday,2024-11-29,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/k8s-ca/events/304518067/?recId=dd779ed9-4376-43c8-b74e-29d1e7aa66a6&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/9/5/d/4/event_518618356.webp?w=640,K8SUG Canada #16th Meetup @AWS - 29th November 2024,K8SUG Canada,10.0,Friday,2024-11-29,05:30 PM,EST,Hybrid Event,10-50
https://www.meetup.com/black-moms-social-club/events/303258599/?recId=b3c8b687-3a5f-4db3-b338-ac591d499771&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/4/2/9/2/event_523337042.webp?w=640,Mama Reads! Book Club - November,Mamas Connect Black Moms Social Club,5.0,Friday,2024-11-29,08:00 PM,EST,Inperson,1-10
https://www.meetup.com/freshoffthepress-book-club/events/304528626/?recId=03d746f3-d038-4237-8721-4ae6170412bc&recSource=ml-popular-events-nearby-new-chapter-injected&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/7/5/7/6/event_524670070.webp?w=640,Online Q&A with Author Jamie Quatro - November Fresh Off The Press Book Club,Fresh Off The Press Book Club,4.0,Friday,2024-11-29,06:00 PM,EST,Online Event,1-10
https://www.meetup.com/kop-young-professionals-public-speaking-mastery/events/304549388/?recId=31439303-7a23-4e24-ba0a-019b2f46e746&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/b/5/6/0/event_524086432.webp?w=640,Master Public Speaking in Under 90 Minutes [WORKSHOP],KOP Young Professionals - Public Speaking Mastery,39.0,Friday,2024-11-29,12:00 PM,EST,Online Event,10-50
https://www.meetup.com/changeling-gaming-toronto/events/304459774/?recId=bfa48b57-6121-46d2-87da-316ef414ffce&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/1/4/4/1/event_524585185.webp?w=640,Immersive Experience - Blood On the Clocktower @The Grand Order of Divine Sweets,Changeling Gaming Events Toronto & GTA,2.0,Friday,2024-11-29,07:30 PM,EST,Online Event,1-10
https://www.meetup.com/toronto-meetups/events/304591372/?recId=5ffc6214-b232-45ba-8e85-47703f3959cb&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/1/c/f/b/event_504847419.webp?w=640,Friday Night Social,Meet Cool People In Toronto,12.0,Friday,2024-11-29,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/torontovegan/events/304462366/?recId=33990a2c-5b47-44d9-be20-eabeb8d76928&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/9/4/1/event_521426945.webp?w=640,Toronto Vegan Drinks - November,Toronto Vegan Meetup,64.0,Friday,2024-11-29,06:30 PM,EST,Online Event,50-100
https://www.meetup.com/fort-york-hapkido/events/304601310/?recId=8cf85f28-e8b9-4347-b284-88340bf10f39&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/d/4/3/event_524727971.webp?w=640,Martial Arts Movie Night,Fort York Hapkido Club (Korean Martial Arts),5.0,Friday,2024-11-29,08:00 PM,EST,Online Event,1-10
https://www.meetup.com/toronto-young-and-single-age-40-and-under/events/304311848/?recId=ecbcb225-ad90-444b-9ca1-6a88044b211b&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/9/6/f/event_524435183.webp?w=640,2-in! Friday Singles Mixer on the Danforth,Toronto Young and Single,3.0,Friday,2024-11-29,08:00 PM,EST,Online Event,1-10
https://www.meetup.com/the-toronto-philosophy-meetup/events/304322451/?recId=5f24a80b-f973-4272-8485-8a938f9ccca4&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/f/c/e/event_524445006.webp?w=640,Charlie Chaplin’s Modern Times (1936) — Movie Discussion,The Toronto Philosophy Meetup,18.0,Friday,2024-11-29,08:00 PM,EST,Online Event,10-50
https://www.meetup.com/meetup-group-iahohgwj/events/304752232/?recId=8cf85f28-e8b9-4347-b284-88340bf10f39&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/1/8/f/0/event_524886384.webp?w=640,Dinner and Drinks at Jack Astors on Front Street,Toronto Friends,5.0,Friday,2024-11-29,06:00 PM,EST,Online Event,1-10
https://www.meetup.com/singles-supporting-singles/events/304270945/?recId=0683506d-db7d-48f5-887b-4bf7ba0240f2&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/5/9/0/event_524769616.webp?w=640,"Mix, Mingle and Games Nights! (Texas hold' em Poker Too) (Friday November 29th",Singles Supporting Singles!,28.0,Friday,2024-11-29,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/large-scale-scrum-less-in-nyc/events/303478681/?recId=951375a1-9855-468c-9ebf-c2df1cb2e51a&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/e/9/2/3/event_523559683.webp?w=640,Embracing Brazilian and Portuguese  Agile Communities,"Lean, Agile and Large-Scale Product Development (LeSS)",36.0,Friday,2024-11-29,12:00 PM,EST,Inperson,10-50
https://www.meetup.com/startup-to/events/304695816/?recId=a24e813b-fe4c-4cb8-8f74-110cd246b742&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/1/8/a/7/event_524826311.webp?w=640,Small Business Registration in Canada: A Free Workshop by Startup TO,Startup TO,8.0,Friday,2024-11-29,06:00 PM,EST,Online Event,1-10
https://www.meetup.com/la-dolce-vita-italian-dinner-group-50-plus-vaughan/events/303178959/?recId=001fb987-9c19-4034-a7b4-1157929cd6f5&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/1/8/d/c/event_523746364.webp?w=640,Christmas Dinner & Dancing at Lago Cafe & Pizzeria,La Dolce Vita Italian Dinner & Social Group Vaughan/Toronto,38.0,Friday,2024-11-29,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/iceskating-25/events/304750219/?recId=02d51eab-9a71-479f-a9d6-184b3d0b90eb&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/c/e/1/event_524883297.webp?w=640,Saturday Evening Skate at College Park,The Toronto Ice Skating Meetup Group,6.0,Saturday,2024-11-30,06:30 PM,EST,Inperson,1-10
https://www.meetup.com/free-online-breathwork/events/304186559/?recId=02d51eab-9a71-479f-a9d6-184b3d0b90eb&recSource=ml-popular-events-nearby-online&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/next/images/fallbacks/group-cover-3-wide.webp?w=640,"Free Online Breathwork, November 30, 2 PM Eastern Time",Free Online Breathwork,52.0,Saturday,2024-11-30,02:00 PM,EST,Inperson,50-100
https://www.meetup.com/authentic-friendships-over-coffee/events/304713481/?recId=ca0207f6-e21e-4cc7-b673-e4499d180105&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/4/8/a/9/event_524838601.webp?w=640,"***The Best Place to Make New Friends*** Coffee at Waterfront, Downtown, Toronto",Authentic Friendships Over Coffee,15.0,Saturday,2024-11-30,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/freshoffthepress-book-club/events/304218508/?recId=8a38e4da-f57b-400c-a94a-c1708afd33f3&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/3/8/f/event_524305487.webp?w=640,Two-Step Devil - FreshOffThePress November Book Club,Fresh Off The Press Book Club,12.0,Saturday,2024-11-30,09:00 AM,EST,Online Event,10-50
https://www.meetup.com/to-nerd-herd/events/304149792/?recId=8a38e4da-f57b-400c-a94a-c1708afd33f3&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/4/f/d/a/event_524240442.webp?w=640,Art Afternoon @ Paupers Pub (LOCATION CHANGE),Toronto Nerd Herd,14.0,Saturday,2024-11-30,01:00 PM,EST,Inperson,10-50
https://www.meetup.com/toronto-singles-20s-to-40s/events/304081319/?recId=2c86b327-be04-4d36-a2a1-a5d51886f406&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/1/d/0/event_523748656.webp?w=640,Impromptu singles event,Toronto Interracial Dating,19.0,Saturday,2024-11-30,08:30 PM,EST,Inperson,10-50
https://www.meetup.com/theactorsplace/events/304095403/?recId=02d51eab-9a71-479f-a9d6-184b3d0b90eb&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/3/9/0/event_506501872.webp?w=640,"The Actor's Place - Learn, Rehearse & Practice Acting",The Actors' Place (TAP),6.0,Saturday,2024-11-30,01:00 PM,EST,Inperson,1-10
https://www.meetup.com/tennispartnersgta/events/304286026/?recId=0683506d-db7d-48f5-887b-4bf7ba0240f2&recSource=ml-popular-events-nearby-offline&searchId=38ade142-6a29-4d6a-b615-a64e45d4198b&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/f/a/7/event_524412199.webp?w=640,Indoor Tennis Fun & Competitive Groups 3.0-4.5 NTRP OPTIONAL-DINNER AFTERWARDS,TENNIS PARTNERS,24.0,Saturday,2024-11-30,05:30 PM,EST,Online Event,10-50
https://www.meetup.com/toronto-20s-to-50s-singles-social/events/304322524/?recId=4a80c536-90c9-408d-a50b-092267aa1523&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/b/0/3/3/event_524445107.webp?w=640,Fast Friending - Meet ladies & gents FAST! (35-50/Drink Offer/Bring Lady FREE),Toronto 20's to 50's Singles Social (3000+),6.0,Saturday,2024-11-30,07:00 PM,EST,Inperson,1-10
